Nama CPU,CPU Mark
Intel Core i5 3550  3.30GHz,"4,778"
Intel Core i5 3550S  3.00GHz,"4,442"
Intel Core i5 3570  3.40GHz,"4,935"
Intel Core i5 3570K  3.40GHz,"4,971"
Intel Core i5 3570S  3.10GHz,"4,685"
Intel Core i5 3570T  2.30GHz,"3,875"
Intel Core i5 3610ME  2.70GHz,"2,652"
Intel Core i5 4200H  2.80GHz,"3,029"
Intel Core i5 4200M  2.50GHz,"2,811"
Intel Core i5 4200U  1.60GHz,"2,181"
Intel Core i5 4200Y  1.40GHz,"1,558"
Intel Core i5 4202Y  1.60GHz,"1,552"
Intel Core i5 4210H  2.90GHz,"3,082"
Intel Core i5 4210M  2.60GHz,"2,903"
Intel Core i5 4210U  1.70GHz,"2,315"
Intel Core i5 4210Y  1.50GHz,"1,530"
Intel Core i5 4220Y  1.60GHz,"1,652"
Intel Core i5 4230U  1.90GHz,"1,853"
Intel Core i5 4250U  1.30GHz,"2,145"
Intel Core i5 4258U  2.40GHz,"2,612"
Intel Core i5 4260U  1.40GHz,"2,311"
Intel Core i5 4278U  2.60GHz,"2,828"
Intel Core i5 4288U  2.60GHz,"2,659"
Intel Core i5 4300M  2.60GHz,"2,961"
Intel Core i5 4300U  1.90GHz,"2,482"
Intel Core i5 4300Y  1.60GHz,"1,499"
Intel Core i5 4302Y  1.60GHz,"1,580"
Intel Core i5 4308U  2.80GHz,"2,988"
Intel Core i5 430M  2.27GHz,"1,209"
Intel Core i5 430UM  1.20GHz,627
Intel Core i5 4310M  2.70GHz,"3,071"
Intel Core i5 4310U  2.00GHz,"2,522"
Intel Core i5 4330M  2.80GHz,"3,190"
Intel Core i5 4340M  2.90GHz,"3,380"
Intel Core i5 4350U  1.40GHz,"2,425"
Intel Core i5 4400E  2.70GHz,"3,251"
Intel Core i5 4402E  1.60GHz,"2,681"
Intel Core i5 4422E  1.80GHz,"1,907"
Intel Core i5 4430  3.00GHz,"4,651"
Intel Core i5 4430S  2.70GHz,"4,375"
Intel Core i5 4440  3.10GHz,"4,791"
Intel Core i5 4440S  2.80GHz,"4,370"
Intel Core i5 4460  3.20GHz,"4,916"
Intel Core i5 4460S  2.90GHz,"4,643"
Intel Core i5 4460T  1.90GHz,"3,651"
Intel Core i5 4470  3.30GHz,"4,491"
Intel Core i5 4470S  3.00GHz,"4,742"
Intel Core i5 450M  2.40GHz,"1,264"
Intel Core i5 4570  3.20GHz,"5,239"
Intel Core i5 4570R  2.70GHz,"4,570"
Intel Core i5 4570S  2.90GHz,"5,014"
Intel Core i5 4570T  2.90GHz,"3,222"
Intel Core i5 4570TE  2.70GHz,"3,085"
Intel Core i5 4590  3.30GHz,"5,375"
Intel Core i5 4590S  3.00GHz,"5,131"
Intel Core i5 4590T  2.00GHz,"4,068"
Intel Core i5 460M  2.53GHz,"1,320"
Intel Core i5 4670  3.40GHz,"5,492"
Intel Core i5 4670K  3.40GHz,"5,578"
Intel Core i5 4670K CPT  3.40GHz,"5,034"
Intel Core i5 4670R  3.00GHz,"5,233"
Intel Core i5 4670S  3.10GHz,"5,248"
Intel Core i5 4670T  2.30GHz,"4,488"
Intel Core i5 4690  3.50GHz,"5,586"
Intel Core i5 4690K  3.50GHz,"5,696"
Intel Core i5 4690S  3.20GHz,"5,476"
Intel Core i5 4690T  2.50GHz,"4,620"
Intel Core i5 470UM  1.33GHz,782
Intel Core i5 480M  2.67GHz,"1,326"
Intel Core i5 5200U  2.20GHz,"2,503"
Intel Core i5 520M  2.40GHz,"1,729"
Intel Core i5 520UM  1.07GHz,908
Intel Core i5 5250U  1.60GHz,"2,450"
Intel Core i5 5257U  2.70GHz,"2,836"
Intel Core i5 5287U  2.90GHz,"3,084"
Intel Core i5 5300U  2.30GHz,"2,710"
Intel Core i5 5350U  1.80GHz,"2,595"
Intel Core i5 540M  2.53GHz,"1,796"
Intel Core i5 540UM  1.20GHz,"1,002"
Intel Core i5 5575R  2.80GHz,"5,071"
Intel Core i5 560M  2.67GHz,"1,893"
Intel Core i5 560UM  1.33GHz,"1,015"
Intel Core i5 5675C  3.10GHz,"5,689"
Intel Core i5 5675R  3.10GHz,"5,564"
Intel Core i5 580M  2.67GHz,"1,978"
Intel Core i5 6198DU  2.30GHz,"3,103"
Intel Core i5 6200U  2.30GHz,"2,988"
Intel Core i5 6260U  1.80GHz,"3,200"
Intel Core i5 6267U  2.90GHz,"3,352"
Intel Core i5 6287U  3.10GHz,"3,801"
Intel Core i5 6300HQ  2.30GHz,"4,678"
Intel Core i5 6300U  2.40GHz,"3,207"
Intel Core i5 6350HQ  2.30GHz,"4,255"
Intel Core i5 6360U  2.00GHz,"3,107"
Intel Core i5 6400  2.70GHz,"5,171"
Intel Core i5 6400T  2.20GHz,"4,251"
Intel Core i5 6402P  2.80GHz,"5,338"
Intel Core i5 6440EQ  2.70GHz,"5,408"
Intel Core i5 6440HQ  2.60GHz,"5,018"
Intel Core i5 6442EQ  1.90GHz,"4,483"
Intel Core i5 650  3.20GHz,"2,252"
Intel Core i5 6500  3.20GHz,"5,601"
Intel Core i5 6500T  2.50GHz,"4,760"
Intel Core i5 6500TE  2.30GHz,"4,902"
Intel Core i5 655K  3.20GHz,"2,017"
Intel Core i5 660  3.33GHz,"2,434"
Intel Core i5 6600  3.30GHz,"6,050"
Intel Core i5 6600K  3.50GHz,"6,300"
Intel Core i5 6600T  2.70GHz,"5,575"
Intel Core i5 661  3.33GHz,"2,385"
Intel Core i5 670  3.47GHz,"2,553"
Intel Core i5 680  3.60GHz,"2,670"
Intel Core i5 7200U  2.50GHz,"3,367"
Intel Core i5 7260U  2.20GHz,"3,953"
Intel Core i5 7267U  3.10GHz,"3,622"
Intel Core i5 7287U  3.30GHz,"3,743"
Intel Core i5 7300HQ  2.50GHz,"5,080"
Intel Core i5 7300U  2.60GHz,"3,633"
Intel Core i5 7360U  2.30GHz,"3,826"
Intel Core i5 7400  3.00GHz,"5,473"
Intel Core i5 7400T  2.40GHz,"4,691"
Intel Core i5 7440EQ  2.90GHz,"5,711"
Intel Core i5 7440HQ  2.80GHz,"5,490"
Intel Core i5 7442EQ  2.10GHz,"4,834"
Intel Core i5 750  2.67GHz,"2,545"
Intel Core i5 7500  3.40GHz,"6,023"
Intel Core i5 7500T  2.70GHz,"5,216"
Intel Core i5 760  2.80GHz,"2,666"
Intel Core i5 7600  3.50GHz,"6,561"
Intel Core i5 7600K  3.80GHz,"6,812"
Intel Core i5 7600T  2.80GHz,"5,827"
Intel Core i5 760S  2.53GHz,"5,440"
Intel Core i5 7640X  4.00GHz,"7,060"
Intel Core i5 7Y54  1.20GHz,"2,586"
Intel Core i5 7Y57  1.20GHz,"2,576"
Intel Core i5 8200Y  1.30GHz,"2,229"
Intel Core i5 8210Y  1.60GHz,"2,725"
Intel Core i5 8250U  1.60GHz,"5,799"
Intel Core i5 8257U  1.40GHz,"7,426"
Intel Core i5 8259U  2.30GHz,"7,847"
Intel Core i5 8260U  1.60GHz,"7,316"
Intel Core i5 8265U  1.60GHz,"5,817"
Intel Core i5 8265UC  1.60GHz,"5,187"
Intel Core i5 8269U  2.60GHz,"7,111"
Intel Core i5 8279U  2.40GHz,"7,491"
Intel Core i5 8300H  2.30GHz,"7,374"
Intel Core i5 8305G  2.80GHz,"6,801"
Intel Core i5 8350U  1.70GHz,"6,099"
Intel Core i5 8365U  1.60GHz,"5,935"
Intel Core i5 8365UE  1.60GHz,"5,528"
Intel Core i5 8400  2.80GHz,"9,226"
Intel Core i5 8400H  2.50GHz,"7,454"
Intel Core i5 8400T  1.70GHz,"7,435"
Intel Core i5 8500  3.00GHz,"9,522"
Intel Core i5 8500B  3.00GHz,"8,889"
Intel Core i5 8500T  2.10GHz,"7,727"
Intel Core i5 8600  3.10GHz,"9,967"
Intel Core i5 8600K  3.60GHz,"10,130"
Intel Core i5 8600T  2.30GHz,"9,202"
Intel Core i5 9300H  2.40GHz,"7,441"
Intel Core i5 9300HF  2.40GHz,"7,259"
Intel Core i5 9400  2.90GHz,"9,375"
Intel Core i5 9400F  2.90GHz,"9,463"
Intel Core i5 9400H  2.50GHz,"7,787"
Intel Core i5 9400T  1.80GHz,"8,196"
Intel Core i5 9500  3.00GHz,"9,828"
Intel Core i5 9500E  3.00GHz,"9,104"
Intel Core i5 9500F  3.00GHz,"9,986"
Intel Core i5 9500T  2.20GHz,"8,089"
Intel Core i5 9500TE  2.20GHz,"9,776"
Intel Core i5 9600  3.10GHz,"10,304"
Intel Core i5 9600K  3.70GHz,"10,643"
Intel Core i5 9600KF  3.70GHz,"10,651"
Intel Core i5 9600T  2.30GHz,"9,602"
Intel Core i5 L16G7  1.40GHz,"3,280"
Intel Core i7 10510U  1.80GHz,"6,401"
Intel Core i7 10510Y  1.20GHz,"3,631"
Intel Core i7 1060NG7  1.20GHz,"6,540"
Intel Core i7 10610U  1.80GHz,"6,574"
Intel Core i7 1065G7  1.30GHz,"8,147"
Intel Core i7 1068NG7  2.30GHz,"9,241"
Intel Core i7 10700  2.90GHz,"16,081"
Intel Core i7 10700E  2.90GHz,"16,086"
Intel Core i7 10700F  2.90GHz,"16,138"
Intel Core i7 10700K  3.80GHz,"18,567"
Intel Core i7 10700KF  3.80GHz,"18,377"
Intel Core i7 10700T  2.00GHz,"12,885"
Intel Core i7 10700TE  2.00GHz,"13,505"
Intel Core i7 10710U  1.10GHz,"9,270"
Intel Core i7 10750H  2.60GHz,"11,564"
Intel Core i7 10810U  1.10GHz,"7,980"
Intel Core i7 10850H  2.70GHz,"11,588"
Intel Core i7 10870H  2.20GHz,"14,095"
Intel Core i7 10875H  2.30GHz,"14,540"
Intel Core i7 11370H  3.30GHz,"11,566"
Intel Core i7 11375H  3.30GHz,"11,732"
Intel Core i7 11390H  3.40GHz,"9,769"
Intel Core i7 11600H  2.90GHz,"15,427"
Intel Core i7 1160G7  1.20GHz,"8,732"
Intel Core i7 1165G7  2.80GHz,"9,874"
Intel Core i7 11700  2.50GHz,"20,634"
Intel Core i7 11700B  3.20GHz,"21,581"
Intel Core i7 11700F  2.50GHz,"20,758"
Intel Core i7 11700K  3.60GHz,"24,371"
Intel Core i7 11700KF  3.60GHz,"23,806"
Intel Core i7 11700T  1.40GHz,"15,390"
Intel Core i7 11800H  2.30GHz,"19,871"
Intel Core i7 1180G7  1.30GHz,"7,807"
Intel Core i7 11850H  2.50GHz,"19,905"
Intel Core i7 11850HE  2.60GHz,"21,365"
Intel Core i7 1185G7  3.00GHz,"10,038"
Intel Core i7 1185G7E  2.80GHz,"9,905"
Intel Core i7 1185GRE  2.80GHz,"7,727"
Intel Core i7 1195G7  2.90GHz,"10,487"
Intel Core i7 1250U,"11,318"
Intel Core i7 1255U,"13,159"
Intel Core i7 1260P,"16,613"
Intel Core i7 1260U,"13,790"
Intel Core i7 12650H,"21,786"
Intel Core i7 12650HX,"21,884"
Intel Core i7 1265U,"13,300"
Intel Core i7 1265UE,"9,398"
Intel Core i7 1265UL,"18,294"
Intel Core i7 12700,"30,076"
Intel Core i7 12700E,"28,302"
Intel Core i7 12700F,"30,335"
Intel Core i7 12700H,"25,391"
Intel Core i7 12700K,"34,359"
Intel Core i7 12700KF,"34,081"
Intel Core i7 12700T,"21,232"
Intel Core i7 12700TE,"19,744"
Intel Core i7 1270P,"16,698"
Intel Core i7 1270PE,"17,960"
Intel Core i7 12800H,"24,145"
Intel Core i7 12800HE,"26,096"
Intel Core i7 12800HX,"31,421"
Intel Core i7 1280P,"20,018"
Intel Core i7 12850HX,"30,572"
Intel Core i7 1355U,"14,131"
Intel Core i7 1360P,"18,531"
Intel Core i7 13620H,"23,870"
Intel Core i7 13650HX,"30,587"
Intel Core i7 1365U,"13,925"
Intel Core i7 1365UE,"10,379"
Intel Core i7 1365URE,"10,636"
Intel Core i7 13700,"36,257"
Intel Core i7 13700E,"33,842"
Intel Core i7 13700F,"38,270"
Intel Core i7 13700H,"26,162"
Intel Core i7 13700HX,"32,251"
Intel Core i7 13700K,"45,805"
Intel Core i7 13700KF,"45,749"
Intel Core i7 13700T,"27,855"
Intel Core i7 13700TE,"21,821"
Intel Core i7 13705H,"24,921"
Intel Core i7 1370P,"20,048"
Intel Core i7 1370PE,"21,920"
Intel Core i7 1370PRE,"19,159"
Intel Core i7 13790F,"43,549"
Intel Core i7 13800H,"26,416"
Intel Core i7 13800HRE,"19,884"
Intel Core i7 13850HX,"36,483"
Intel Core i7 14650HX,"34,540"
Intel Core i7 14700,"41,040"
Intel Core i7 14700F,"41,509"
Intel Core i7 14700HX,"37,177"
Intel Core i7 14700K,"52,267"
Intel Core i7 14700KF,"52,254"
Intel Core i7 14700T,"31,513"
Intel Core i7 14701E,"26,146"
Intel Core i7 14701TE,"27,519"
Intel Core i7 14790F,"38,869"
Intel Core i7 2600  3.40GHz,"5,346"
Intel Core i7 2600K  3.40GHz,"5,488"
Intel Core i7 2600S  2.80GHz,"4,639"
Intel Core i7 2610UE  1.50GHz,"1,527"
Intel Core i7 2617M  1.50GHz,"1,687"
Intel Core i7 2620M  2.70GHz,"2,425"
Intel Core i7 2630QM  2.00GHz,"3,543"
Intel Core i7 2630UM  1.60GHz,400
Intel Core i7 2635QM  2.00GHz,"3,541"
Intel Core i7 2637M  1.70GHz,"1,889"
Intel Core i7 2640M  2.80GHz,"2,450"
Intel Core i7 2655LE  2.20GHz,"1,999"
Intel Core i7 2670QM  2.20GHz,"3,752"
Intel Core i7 2675QM  2.20GHz,"3,913"
Intel Core i7 2677M  1.80GHz,"1,875"
Intel Core i7 2700K  3.50GHz,"5,692"
Intel Core i7 2710QE  2.10GHz,"3,749"
Intel Core i7 2715QE  2.10GHz,"3,221"
Intel Core i7 2720QM  2.20GHz,"4,015"
Intel Core i7 2760QM  2.40GHz,"4,322"
Intel Core i7 2820QM  2.30GHz,"4,379"
Intel Core i7 2840QM  2.40GHz,"3,842"
Intel Core i7 2860QM  2.50GHz,"4,586"
Intel Core i7 2920XM  2.50GHz,"4,336"
Intel Core i7 2960XM  2.70GHz,"4,798"
Intel Core i7 3517U  1.90GHz,"2,110"
Intel Core i7 3517UE  1.70GHz,"2,384"
Intel Core i7 3520M  2.90GHz,"2,840"
Intel Core i7 3537U  2.00GHz,"2,347"
Intel Core i7 3540M  3.00GHz,"2,981"
Intel Core i7 3555LE  2.50GHz,"2,238"
Intel Core i7 3610QE  2.30GHz,"5,234"
Intel Core i7 3610QM  2.30GHz,"5,128"
Intel Core i7 3612QE  2.10GHz,"4,929"
Intel Core i7 3612QM  2.10GHz,"4,659"
Intel Core i7 3615QE  2.30GHz,"5,617"
Intel Core i7 3615QM  2.30GHz,"5,166"
Intel Core i7 3630QM  2.40GHz,"5,137"
Intel Core i7 3632QM  2.20GHz,"4,751"
Intel Core i7 3635QM  2.40GHz,"4,728"
Intel Core i7 3667U  2.00GHz,"2,451"
Intel Core i7 3687U  2.10GHz,"2,621"
Intel Core i7 3689Y  1.50GHz,"1,967"
Intel Core i7 3720QM  2.60GHz,"5,589"
Intel Core i7 3740QM  2.70GHz,"5,705"
Intel Core i7 3770  3.40GHz,"6,418"
Intel Core i7 3770K  3.50GHz,"6,492"
Intel Core i7 3770S  3.10GHz,"6,172"
Intel Core i7 3770T  2.50GHz,"5,428"
Intel Core i7 3820  3.60GHz,"5,784"
Intel Core i7 3820QM  2.70GHz,"5,610"
Intel Core i7 3840QM  2.80GHz,"5,886"
Intel Core i7 3920XM  2.90GHz,"5,713"
Intel Core i7 3930K  3.20GHz,"8,207"
Intel Core i7 3940XM  3.00GHz,"5,957"
Intel Core i7 3960X  3.30GHz,"8,401"
Intel Core i7 3970X  3.50GHz,"8,527"
Intel Core i7 4500U  1.80GHz,"2,489"
Intel Core i7 4510U  2.00GHz,"2,633"
Intel Core i7 4550U  1.50GHz,"2,307"
Intel Core i7 4558U  2.80GHz,"2,966"
Intel Core i7 4560U  1.60GHz,"2,473"
Intel Core i7 4578U  3.00GHz,"3,089"
Intel Core i7 4600M  2.90GHz,"3,205"
Intel Core i7 4600U  2.10GHz,"2,720"
Intel Core i7 4610M  3.00GHz,"3,245"
Intel Core i7 4610Y  1.70GHz,"2,446"
Intel Core i7 4650U  1.70GHz,"2,463"
Intel Core i7 4700EQ  2.40GHz,"5,417"
Intel Core i7 4700HQ  2.40GHz,"5,593"
Intel Core i7 4700MQ  2.40GHz,"5,341"
Intel Core i7 4702HQ  2.20GHz,"5,406"
Intel Core i7 4702MQ  2.20GHz,"5,187"
Intel Core i7 4710HQ  2.50GHz,"5,550"
Intel Core i7 4710MQ  2.50GHz,"5,789"
Intel Core i7 4712HQ  2.30GHz,"5,344"
Intel Core i7 4712MQ  2.30GHz,"5,306"
Intel Core i7 4720HQ  2.60GHz,"5,714"
Intel Core i7 4722HQ  2.40GHz,"5,768"
Intel Core i7 4750HQ  2.00GHz,"5,627"
Intel Core i7 4760HQ  2.10GHz,"6,300"
Intel Core i7 4765T  2.00GHz,"5,024"
Intel Core i7 4770  3.40GHz,"7,056"
Intel Core i7 4770HQ  2.20GHz,"6,036"
Intel Core i7 4770K  3.50GHz,"7,141"
Intel Core i7 4770R  3.20GHz,"6,561"
Intel Core i7 4770S  3.10GHz,"6,753"
Intel Core i7 4770T  2.50GHz,"5,876"
Intel Core i7 4770TE  2.30GHz,"5,115"
Intel Core i7 4771  3.50GHz,"7,145"
Intel Core i7 4785T  2.20GHz,"5,489"
Intel Core i7 4790  3.60GHz,"7,262"
Intel Core i7 4790K  4.00GHz,"8,062"
Intel Core i7 4790S  3.20GHz,"6,970"
Intel Core i7 4790T  2.70GHz,"6,325"
Intel Core i7 4800MQ  2.70GHz,"5,766"
Intel Core i7 4810MQ  2.80GHz,"6,067"
Intel Core i7 4820K  3.70GHz,"6,514"
Intel Core i7 4850HQ  2.30GHz,"6,142"
Intel Core i7 4860EQ  1.80GHz,"5,508"
Intel Core i7 4860HQ  2.40GHz,"6,204"
Intel Core i7 4870HQ  2.50GHz,"6,317"
Intel Core i7 4900MQ  2.80GHz,"6,154"
Intel Core i7 4910MQ  2.90GHz,"6,280"
Intel Core i7 4930K  3.40GHz,"9,387"
Intel Core i7 4930MX  3.00GHz,"6,387"
Intel Core i7 4940MX  3.10GHz,"6,769"
Intel Core i7 4960HQ  2.60GHz,"6,370"
Intel Core i7 4960X  3.60GHz,"9,935"
Intel Core i7 4980HQ  2.80GHz,"6,534"
Intel Core i7 5500U  2.40GHz,"2,807"
Intel Core i7 5550U  2.00GHz,"2,780"
Intel Core i7 5557U  3.10GHz,"3,148"
Intel Core i7 5600U  2.60GHz,"3,016"
Intel Core i7 5650U  2.20GHz,"3,007"
Intel Core i7 5675C  3.10GHz,"6,089"
Intel Core i7 5700EQ  2.60GHz,"5,803"
Intel Core i7 5700HQ  2.70GHz,"6,037"
Intel Core i7 5775C  3.30GHz,"7,688"
Intel Core i7 5775R  3.30GHz,"7,598"
Intel Core i7 5820K  3.30GHz,"9,829"
Intel Core i7 5850EQ  2.70GHz,"7,036"
Intel Core i7 5850HQ  2.70GHz,"6,866"
Intel Core i7 5930K  3.50GHz,"10,359"
Intel Core i7 5950HQ  2.90GHz,"7,667"
Intel Core i7 5960X  3.00GHz,"13,407"
Intel Core i7 610E  2.53GHz,"2,071"
Intel Core i7 620LM  2.00GHz,"1,426"
Intel Core i7 620M  2.67GHz,"1,974"
Intel Core i7 620UM  1.07GHz,"1,091"
Intel Core i7 640LM  2.13GHz,"1,522"
Intel Core i7 640M  2.80GHz,"2,095"
Intel Core i7 640UM  1.20GHz,"1,168"
Intel Core i7 6498DU  2.50GHz,"3,372"
Intel Core i7 6500U  2.50GHz,"3,274"
Intel Core i7 6560U  2.20GHz,"3,354"
Intel Core i7 6567U  3.30GHz,"3,667"
Intel Core i7 6600U  2.60GHz,"3,406"
Intel Core i7 660UM  1.33GHz,"1,279"
Intel Core i7 6650U  2.20GHz,"3,555"
Intel Core i7 6660U  2.40GHz,"3,628"
Intel Core i7 6700  3.40GHz,"8,048"
Intel Core i7 6700HQ  2.60GHz,"6,521"
Intel Core i7 6700K  4.00GHz,"8,928"
Intel Core i7 6700T  2.80GHz,"6,998"
Intel Core i7 6700TE  2.40GHz,"6,203"
Intel Core i7 6770HQ  2.60GHz,"7,085"
Intel Core i7 6800K  3.40GHz,"10,711"
Intel Core i7 680UM  1.47GHz,"1,196"
Intel Core i7 6820EQ  2.80GHz,"7,025"
Intel Core i7 6820HK  2.70GHz,"7,030"
Intel Core i7 6820HQ  2.70GHz,"6,757"
Intel Core i7 6822EQ  2.00GHz,"5,550"
Intel Core i7 6850K  3.60GHz,"11,387"
Intel Core i7 6900K  3.20GHz,"14,664"
Intel Core i7 6920HQ  2.90GHz,"7,267"
Intel Core i7 6950X  3.00GHz,"17,568"
Intel Core i7 6970HQ  2.80GHz,"4,632"
Intel Core i7 720QM  1.60GHz,"1,660"
Intel Core i7 740QM  1.73GHz,"1,842"
Intel Core i7 7500U  2.70GHz,"3,631"
Intel Core i7 7560U  2.40GHz,"3,764"
Intel Core i7 7567U  3.50GHz,"4,095"
Intel Core i7 7600U  2.80GHz,"3,688"
Intel Core i7 7660U  2.50GHz,"4,065"
Intel Core i7 7700  3.60GHz,"8,639"
Intel Core i7 7700HQ  2.80GHz,"6,878"
Intel Core i7 7700K  4.20GHz,"9,623"
Intel Core i7 7700T  2.90GHz,"7,544"
Intel Core i7 7740X  4.30GHz,"9,678"
Intel Core i7 7800X  3.50GHz,"12,962"
Intel Core i7 7820EQ  3.00GHz,"7,470"
Intel Core i7 7820HK  2.90GHz,"7,419"
Intel Core i7 7820HQ  2.90GHz,"7,180"
Intel Core i7 7820X  3.60GHz,"17,164"
Intel Core i7 7900X  3.30GHz,"20,039"
Intel Core i7 7920HQ  3.10GHz,"7,329"
Intel Core i7 7Y75  1.30GHz,"2,533"
Intel Core i7 8086K  4.00GHz,"14,067"
Intel Core i7 820QM  1.73GHz,"1,819"
Intel Core i7 840QM  1.87GHz,"1,985"
Intel Core i7 8500Y  1.50GHz,"2,447"
Intel Core i7 8550U  1.80GHz,"5,800"
Intel Core i7 8557U  1.70GHz,"7,309"
Intel Core i7 8559U  2.70GHz,"8,261"
Intel Core i7 8565U  1.80GHz,"5,977"
Intel Core i7 8565UC  1.80GHz,"6,187"
Intel Core i7 8569U  2.80GHz,"8,133"
Intel Core i7 860  2.80GHz,"3,006"
Intel Core i7 860S  2.53GHz,"2,324"
Intel Core i7 8650U  1.90GHz,"6,187"
Intel Core i7 8665U  1.90GHz,"6,204"
Intel Core i7 8665UE  1.70GHz,"4,852"
Intel Core i7 870  2.93GHz,"3,160"
Intel Core i7 8700  3.20GHz,"12,745"
Intel Core i7 8700B  3.20GHz,"11,793"
Intel Core i7 8700K  3.70GHz,"13,574"
Intel Core i7 8700T  2.40GHz,"10,203"
Intel Core i7 8705G  3.10GHz,"7,626"
Intel Core i7 8706G  3.10GHz,"7,383"
Intel Core i7 8709G  3.10GHz,"7,934"
Intel Core i7 870S  2.67GHz,"2,765"
Intel Core i7 8750H  2.20GHz,"9,771"
Intel Core i7 875K  2.93GHz,"3,177"
Intel Core i7 880  3.07GHz,"3,429"
Intel Core i7 8809G  3.10GHz,"8,451"
Intel Core i7 8850H  2.60GHz,"10,073"
Intel Core i7 920  2.67GHz,"2,865"
Intel Core i7 920XM  2.00GHz,"2,008"
Intel Core i7 930  2.80GHz,"2,981"
Intel Core i7 940  2.93GHz,"3,029"
Intel Core i7 940XM  2.13GHz,"2,269"
Intel Core i7 950  3.07GHz,"3,251"
Intel Core i7 960  3.20GHz,"3,396"
Intel Core i7 965  3.20GHz,"3,424"
Intel Core i7 970  3.20GHz,"6,541"
Intel Core i7 9700  3.00GHz,"13,199"
Intel Core i7 9700E  2.60GHz,"12,658"
Intel Core i7 9700F  3.00GHz,"13,172"
Intel Core i7 9700K  3.60GHz,"14,402"
Intel Core i7 9700KF  3.60GHz,"14,240"
Intel Core i7 9700T  2.00GHz,"10,596"
Intel Core i7 9700TE  1.80GHz,"9,909"
Intel Core i7 975  3.33GHz,"3,516"
Intel Core i7 9750H  2.60GHz,"10,619"
Intel Core i7 9750HF  2.60GHz,"10,407"
Intel Core i7 980  3.33GHz,"6,890"
Intel Core i7 9800X  3.80GHz,"18,114"
Intel Core i7 980X  3.33GHz,"6,810"
Intel Core i7 985  3.47GHz,"3,928"
Intel Core i7 9850H  2.60GHz,"10,853"
Intel Core i7 9850HE  2.70GHz,"9,972"
Intel Core i7 9850HL  1.90GHz,"7,897"
Intel Core i7 990X  3.47GHz,"7,136"
Intel Core i7 995X  3.60GHz,"7,862"
Intel Core i9 10850K  3.60GHz,"21,974"
Intel Core i9 10880H  2.30GHz,"14,235"
Intel Core i9 10885H  2.40GHz,"14,466"
Intel Core i9 10900  2.80GHz,"19,175"
Intel Core i9 10900E  2.80GHz,"19,332"
Intel Core i9 10900F  2.80GHz,"19,788"
Intel Core i9 10900K  3.70GHz,"22,401"
Intel Core i9 10900KF  3.70GHz,"22,240"
Intel Core i9 10900T  1.90GHz,"14,727"
Intel Core i9 10900TE  1.80GHz,"14,159"
Intel Core i9 10900X  3.70GHz,"22,370"
Intel Core i9 10910  3.60GHz,"21,423"
Intel Core i9 10920X  3.50GHz,"25,883"
Intel Core i9 10940X  3.30GHz,"27,730"
Intel Core i9 10980HK  2.40GHz,"15,184"
Intel Core i9 10980XE  3.00GHz,"32,201"
Intel Core i9 11900  2.50GHz,"22,449"
Intel Core i9 11900F  2.50GHz,"22,039"
Intel Core i9 11900H  2.50GHz,"20,005"
Intel Core i9 11900K  3.50GHz,"24,994"
Intel Core i9 11900KB  3.30GHz,"22,757"
Intel Core i9 11900KF  3.50GHz,"24,579"
Intel Core i9 11900T  1.50GHz,"18,673"
Intel Core i9 11950H  2.60GHz,"20,726"
Intel Core i9 11980HK  2.60GHz,"22,304"
Intel Core i9 12900,"33,714"
Intel Core i9 12900E,"28,170"
Intel Core i9 12900F,"35,921"
Intel Core i9 12900H,"27,115"
Intel Core i9 12900HK,"25,533"
Intel Core i9 12900HX,"33,146"
Intel Core i9 12900K,"41,181"
Intel Core i9 12900KF,"40,864"
Intel Core i9 12900KS,"43,553"
Intel Core i9 12900T,"29,601"
Intel Core i9 12900TE,"22,887"
Intel Core i9 12950HX,"31,477"
Intel Core i9 13900,"45,304"
Intel Core i9 13900E,"40,476"
Intel Core i9 13900F,"49,125"
Intel Core i9 13900H,"27,498"
Intel Core i9 13900HK,"27,281"
Intel Core i9 13900HX,"42,535"
Intel Core i9 13900K,"58,418"
Intel Core i9 13900KF,"57,756"
Intel Core i9 13900KS,"60,570"
Intel Core i9 13900T,"42,775"
Intel Core i9 13900TE,"20,602"
Intel Core i9 13905H,"29,896"
Intel Core i9 13950HX,"41,156"
Intel Core i9 13980HX,"46,102"
Intel Core i9 14900,"45,225"
Intel Core i9 14900F,"46,833"
Intel Core i9 14900HX,"44,774"
Intel Core i9 14900K,"58,562"
Intel Core i9 14900KF,"58,324"
Intel Core i9 14900KS,"60,490"
Intel Core i9 14900T,"38,282"
Intel Core i9 7900X  3.30GHz,"20,915"
Intel Core i9 7920X  2.90GHz,"23,582"
Intel Core i9 7940X  3.10GHz,"25,536"
Intel Core i9 7960X  2.80GHz,"28,017"
Intel Core i9 7980XE  2.60GHz,"29,675"
Intel Core i9 8950HK  2.90GHz,"10,383"
Intel Core i9 9820X  3.30GHz,"20,464"
Intel Core i9 9880H  2.30GHz,"13,528"
Intel Core i9 9900  3.10GHz,"16,239"
Intel Core i9 9900B  3.10GHz,"15,893"
Intel Core i9 9900K  3.60GHz,"18,115"
Intel Core i9 9900KF  3.60GHz,"18,030"
Intel Core i9 9900KS  4.00GHz,"19,410"
Intel Core i9 9900T  2.10GHz,"13,241"
